name_lat,half_dec,pres
Spiranthes spiralis,2000,13
Spiranthes spiralis,2005,3
Spiranthes spiralis,2010,4
Spirodela polyrhiza,1960,33
Spirodela polyrhiza,1965,53
Spirodela polyrhiza,1970,103
Spirodela polyrhiza,1975,117
Spirodela polyrhiza,1980,109
Spirodela polyrhiza,1985,267
Spirodela polyrhiza,1990,200
Spirodela polyrhiza,1995,171
Spirodela polyrhiza,2000,650
Spirodela polyrhiza,2005,558
Spirodela polyrhiza,2010,516
Spirodela polyrhiza,2015,184
Stachys alpina,1960,15
Stachys alpina,1965,53
Stachys alpina,1970,70
Stachys alpina,1975,54
Stachys alpina,1980,28
Stachys alpina,1985,64
Stachys alpina,1990,63
Stachys alpina,1995,110
Stachys alpina,2000,182
Stachys alpina,2005,116
Stachys alpina,2010,87
Stachys alpina,2015,17
Stachys annua,1960,40
Stachys annua,1965,47
Stachys annua,1970,54
Stachys annua,1975,64
Stachys annua,1980,45
Stachys annua,1985,44
Stachys annua,1990,85
Stachys annua,1995,123
Stachys annua,2000,125
Stachys annua,2005,95
Stachys annua,2010,59
Stachys annua,2015,54
Stachys byzantina,1960,2
Stachys byzantina,1975,2
Stachys byzantina,1980,2
Stachys byzantina,1990,1
Stachys byzantina,1995,4
Stachys byzantina,2000,12
Stachys byzantina,2005,8
Stachys byzantina,2010,24
Stachys byzantina,2015,20
Stachys germanica,1960,8
Stachys germanica,1965,26
Stachys germanica,1970,17
Stachys germanica,1975,20
Stachys germanica,1980,21
Stachys germanica,1985,16
Stachys germanica,1990,32
Stachys germanica,1995,19
Stachys germanica,2000,44
Stachys germanica,2005,40
Stachys germanica,2010,38
Stachys germanica,2015,22
Stachys palustris,1960,50
Stachys palustris,1965,106
Stachys palustris,1970,223
Stachys palustris,1975,269
Stachys palustris,1980,275
Stachys palustris,1985,378
Stachys palustris,1990,280
Stachys palustris,1995,344
Stachys palustris,2000,936
Stachys palustris,2005,542
Stachys palustris,2010,496
Stachys palustris,2015,182
Stachys recta,1960,108
Stachys recta,1965,210
Stachys recta,1970,219
Stachys recta,1975,210
Stachys recta,1980,178
Stachys recta,1985,162
Stachys recta,1990,256
Stachys recta,1995,165
Stachys recta,2000,334
Stachys recta,2005,205
Stachys recta,2010,218
Stachys recta,2015,48
Stachys sylvatica,1960,452
Stachys sylvatica,1965,575
Stachys sylvatica,1970,676
Stachys sylvatica,1975,620
Stachys sylvatica,1980,526
Stachys sylvatica,1985,599
Stachys sylvatica,1990,648
Stachys sylvatica,1995,849
Stachys sylvatica,2000,2416
Stachys sylvatica,2005,1364
Stachys sylvatica,2010,1497
Stachys sylvatica,2015,241
Staphylea pinnata,1960,24
Staphylea pinnata,1965,30
Staphylea pinnata,1970,14
Staphylea pinnata,1975,14
Staphylea pinnata,1980,23
Staphylea pinnata,1985,42
Staphylea pinnata,1990,64
Staphylea pinnata,1995,55
Staphylea pinnata,2000,128
Staphylea pinnata,2005,34
Staphylea pinnata,2010,41
Staphylea pinnata,2015,10
Stellaria alsine,1960,38
Stellaria alsine,1965,120
Stellaria alsine,1970,239
Stellaria alsine,1975,307
Stellaria alsine,1980,327
Stellaria alsine,1985,436
Stellaria alsine,1990,297
Stellaria alsine,1995,403
Stellaria alsine,2000,694
Stellaria alsine,2005,603
Stellaria alsine,2010,792
Stellaria alsine,2015,238
Stellaria graminea,1960,103
Stellaria graminea,1965,237
Stellaria graminea,1970,552
Stellaria graminea,1975,618
Stellaria graminea,1980,620
Stellaria graminea,1985,732
Stellaria graminea,1990,655
Stellaria graminea,1995,859
Stellaria graminea,2000,1868
Stellaria graminea,2005,1205
Stellaria graminea,2010,1179
Stellaria graminea,2015,278
Stellaria holostea,1960,354
Stellaria holostea,1965,607
Stellaria holostea,1970,454
Stellaria holostea,1975,506
Stellaria holostea,1980,405
Stellaria holostea,1985,462
Stellaria holostea,1990,515
Stellaria holostea,1995,489
Stellaria holostea,2000,1751
Stellaria holostea,2005,926
Stellaria holostea,2010,1033
Stellaria holostea,2015,210
Stellaria longifolia,1960,21
Stellaria longifolia,1965,17
Stellaria longifolia,1970,35
Stellaria longifolia,1975,30
Stellaria longifolia,1980,28
Stellaria longifolia,1985,43
Stellaria longifolia,1990,25
Stellaria longifolia,1995,46
Stellaria longifolia,2000,82
Stellaria longifolia,2005,50
Stellaria longifolia,2010,62
Stellaria longifolia,2015,13
Stellaria media agg.,1960,272
Stellaria media agg.,1965,456
Stellaria media agg.,1970,718
Stellaria media agg.,1975,639
Stellaria media agg.,1980,589
Stellaria media agg.,1985,553
Stellaria media agg.,1990,584
Stellaria media agg.,1995,837
Stellaria media agg.,2000,1606
Stellaria media agg.,2005,1047
Stellaria media agg.,2010,919
Stellaria media agg.,2015,633
Stellaria nemorum,1960,331
Stellaria nemorum,1965,436
Stellaria nemorum,1970,529
Stellaria nemorum,1975,516
Stellaria nemorum,1980,438
Stellaria nemorum,1985,449
Stellaria nemorum,1990,501
Stellaria nemorum,1995,593
Stellaria nemorum,2000,1657
Stellaria nemorum,2005,860
Stellaria nemorum,2010,1131
Stellaria nemorum,2015,152
Stellaria palustris,1960,43
Stellaria palustris,1965,63
Stellaria palustris,1970,79
Stellaria palustris,1975,88
Stellaria palustris,1980,102
Stellaria palustris,1985,124
Stellaria palustris,1990,146
Stellaria palustris,1995,134
Stellaria palustris,2000,204
Stellaria palustris,2005,105
Stellaria palustris,2010,123
Stellaria palustris,2015,31
Stipa borysthenica,1960,1
Stipa borysthenica,1965,3
Stipa borysthenica,1970,9
Stipa borysthenica,1975,2
Stipa borysthenica,1980,2
Stipa borysthenica,1985,13
Stipa borysthenica,1990,23
Stipa borysthenica,1995,9
Stipa borysthenica,2000,11
Stipa borysthenica,2005,12
Stipa borysthenica,2010,9
Stipa capillata,1960,57
Stipa capillata,1965,133
Stipa capillata,1970,120
Stipa capillata,1975,143
Stipa capillata,1980,125
Stipa capillata,1985,138
Stipa capillata,1990,207
Stipa capillata,1995,164
Stipa capillata,2000,280
Stipa capillata,2005,209
Stipa capillata,2010,181
Stipa capillata,2015,27
Stipa dasyphylla,1960,12
Stipa dasyphylla,1965,8
Stipa dasyphylla,1970,19
Stipa dasyphylla,1975,12
Stipa dasyphylla,1980,8
Stipa dasyphylla,1985,4
Stipa dasyphylla,1990,24
Stipa dasyphylla,1995,19
Stipa dasyphylla,2000,13
Stipa dasyphylla,2005,17
Stipa dasyphylla,2010,22
Stipa dasyphylla,2015,1
Stipa glabrata,1960,2
Stipa glabrata,1965,7
Stipa glabrata,1970,13
Stipa glabrata,1975,6
Stipa glabrata,1980,1
Stipa glabrata,1985,4
Stipa glabrata,1990,3
Stipa glabrata,1995,7
Stipa glabrata,2000,4
Stipa glabrata,2005,12
Stipa glabrata,2010,10
Stipa pennata,1960,58
Stipa pennata,1965,88
Stipa pennata,1970,135
Stipa pennata,1975,142
Stipa pennata,1980,120
Stipa pennata,1985,103
Stipa pennata,1990,162
Stipa pennata,1995,118
Stipa pennata,2000,134
Stipa pennata,2005,173
Stipa pennata,2010,155
Stipa pennata,2015,16
Stipa pulcherrima,1960,25
Stipa pulcherrima,1965,47
Stipa pulcherrima,1970,51
Stipa pulcherrima,1975,48
Stipa pulcherrima,1980,32
Stipa pulcherrima,1985,34
Stipa pulcherrima,1990,77
Stipa pulcherrima,1995,65
Stipa pulcherrima,2000,55
Stipa pulcherrima,2005,62
Stipa pulcherrima,2010,50
Stipa pulcherrima,2015,7
Stipa smirnovii,1960,6
Stipa smirnovii,1965,8
Stipa smirnovii,1970,28
Stipa smirnovii,1975,17
Stipa smirnovii,1980,2
Stipa smirnovii,1985,7
Stipa smirnovii,1990,7
Stipa smirnovii,1995,4
Stipa smirnovii,2000,12
Stipa smirnovii,2005,13
Stipa smirnovii,2010,3
Stipa smirnovii,2015,2
Stipa tirsa,1960,16
Stipa tirsa,1965,18
Stipa tirsa,1970,24
Stipa tirsa,1975,28
Stipa tirsa,1980,12
Stipa tirsa,1985,25
Stipa tirsa,1990,30
Stipa tirsa,1995,15
Stipa tirsa,2000,29
Stipa tirsa,2005,33
Stipa tirsa,2010,19
Stratiotes aloides,1960,13
Stratiotes aloides,1965,7
Stratiotes aloides,1970,20
Stratiotes aloides,1975,15
Stratiotes aloides,1980,20
Stratiotes aloides,1985,22
Stratiotes aloides,1990,9
Stratiotes aloides,1995,8
Stratiotes aloides,2000,27
Stratiotes aloides,2005,27
Stratiotes aloides,2010,24
Stratiotes aloides,2015,10
Streptopus amplexifolius,1960,33
Streptopus amplexifolius,1965,60
Streptopus amplexifolius,1970,53
Streptopus amplexifolius,1975,35
Streptopus amplexifolius,1980,51
Streptopus amplexifolius,1985,37
Streptopus amplexifolius,1990,52
Streptopus amplexifolius,1995,55
Streptopus amplexifolius,2000,124
Streptopus amplexifolius,2005,81
Streptopus amplexifolius,2010,91
Streptopus amplexifolius,2015,6
Stuckenia pectinata,1960,6
Stuckenia pectinata,1965,14
Stuckenia pectinata,1970,85
Stuckenia pectinata,1975,133
Stuckenia pectinata,1980,92
Stuckenia pectinata,1985,144
Stuckenia pectinata,1990,108
Stuckenia pectinata,1995,101
Stuckenia pectinata,2000,287
Stuckenia pectinata,2005,209
Stuckenia pectinata,2010,214
Stuckenia pectinata,2015,106
Succisa pratensis,1960,111
Succisa pratensis,1965,166
Succisa pratensis,1970,305
Succisa pratensis,1975,320
Succisa pratensis,1980,288
Succisa pratensis,1985,414
Succisa pratensis,1990,337
Succisa pratensis,1995,399
Succisa pratensis,2000,1240
Succisa pratensis,2005,572
Succisa pratensis,2010,586
Succisa pratensis,2015,98
Swertia perennis,1960,2
Swertia perennis,1965,12
Swertia perennis,1970,10
Swertia perennis,1975,4
Swertia perennis,1980,5
Swertia perennis,1985,13
Swertia perennis,1990,3
Swertia perennis,1995,11
Swertia perennis,2000,34
Swertia perennis,2005,28
Swertia perennis,2010,32
Swertia perennis,2015,5
Symphoricarpos albus,1960,5
Symphoricarpos albus,1965,19
Symphoricarpos albus,1970,24
Symphoricarpos albus,1975,71
Symphoricarpos albus,1980,80
Symphoricarpos albus,1985,92
Symphoricarpos albus,1990,110
Symphoricarpos albus,1995,202
Symphoricarpos albus,2000,525
Symphoricarpos albus,2005,410
Symphoricarpos albus,2010,507
Symphoricarpos albus,2015,85
Symphyotrichum novi-belgii agg.,1960,12
Symphyotrichum novi-belgii agg.,1965,9
Symphyotrichum novi-belgii agg.,1970,11
Symphyotrichum novi-belgii agg.,1975,25
Symphyotrichum novi-belgii agg.,1980,29
Symphyotrichum novi-belgii agg.,1985,119
Symphyotrichum novi-belgii agg.,1990,97
Symphyotrichum novi-belgii agg.,1995,87
Symphyotrichum novi-belgii agg.,2000,264
Symphyotrichum novi-belgii agg.,2005,118
Symphyotrichum novi-belgii agg.,2010,106
Symphyotrichum novi-belgii agg.,2015,65
Symphytum officinale agg.,1960,221
Symphytum officinale agg.,1965,311
Symphytum officinale agg.,1970,435
Symphytum officinale agg.,1975,562
Symphytum officinale agg.,1980,636
Symphytum officinale agg.,1985,633
Symphytum officinale agg.,1990,681
Symphytum officinale agg.,1995,876
Symphytum officinale agg.,2000,2297
Symphytum officinale agg.,2005,1360
Symphytum officinale agg.,2010,1455
Symphytum officinale agg.,2015,353
Symphytum tuberosum,1960,86
Symphytum tuberosum,1965,267
Symphytum tuberosum,1970,195
Symphytum tuberosum,1975,204
Symphytum tuberosum,1980,178
Symphytum tuberosum,1985,240
Symphytum tuberosum,1990,276
Symphytum tuberosum,1995,270
Symphytum tuberosum,2000,631
Symphytum tuberosum,2005,290
Symphytum tuberosum,2010,578
Symphytum tuberosum,2015,121
Syringa vulgaris,1960,4
Syringa vulgaris,1965,16
Syringa vulgaris,1970,28
Syringa vulgaris,1975,58
Syringa vulgaris,1980,42
Syringa vulgaris,1985,67
Syringa vulgaris,1990,106
Syringa vulgaris,1995,110
Syringa vulgaris,2000,386
Syringa vulgaris,2005,251
Syringa vulgaris,2010,276
Syringa vulgaris,2015,84
Tanacetum corymbosum,1960,248
Tanacetum corymbosum,1965,308
Tanacetum corymbosum,1970,363
Tanacetum corymbosum,1975,321
Tanacetum corymbosum,1980,282
Tanacetum corymbosum,1985,294
Tanacetum corymbosum,1990,408
Tanacetum corymbosum,1995,299
Tanacetum corymbosum,2000,491
Tanacetum corymbosum,2005,503
Tanacetum corymbosum,2010,481
Tanacetum corymbosum,2015,105
Tanacetum parthenium,1960,3
Tanacetum parthenium,1965,44
Tanacetum parthenium,1970,70
Tanacetum parthenium,1975,141
Tanacetum parthenium,1980,123
Tanacetum parthenium,1985,188
Tanacetum parthenium,1990,84
Tanacetum parthenium,1995,44
Tanacetum parthenium,2000,145
Tanacetum parthenium,2005,76
Tanacetum parthenium,2010,33
Tanacetum parthenium,2015,19
Tanacetum vulgare,1960,65
Tanacetum vulgare,1965,208
Tanacetum vulgare,1970,280
Tanacetum vulgare,1975,419
Tanacetum vulgare,1980,509
Tanacetum vulgare,1985,508
Tanacetum vulgare,1990,502
Tanacetum vulgare,1995,650
Tanacetum vulgare,2000,1931
Tanacetum vulgare,2005,1200
Tanacetum vulgare,2010,1232
Tanacetum vulgare,2015,503
Taraxacum bessarabicum,1960,21
Taraxacum bessarabicum,1965,6
Taraxacum bessarabicum,1970,7
Taraxacum bessarabicum,1975,8
Taraxacum bessarabicum,1980,11
Taraxacum bessarabicum,1985,9
Taraxacum bessarabicum,1990,19
Taraxacum bessarabicum,1995,4
Taraxacum bessarabicum,2000,13
Taraxacum bessarabicum,2005,5
Taraxacum bessarabicum,2010,7
Taraxacum sect. Celtica,1960,1
Taraxacum sect. Celtica,1970,1
Taraxacum sect. Celtica,1980,20
Taraxacum sect. Celtica,1985,52
Taraxacum sect. Celtica,1990,84
Taraxacum sect. Celtica,1995,22
Taraxacum sect. Celtica,2000,55
Taraxacum sect. Celtica,2005,27
Taraxacum sect. Celtica,2010,27
Taraxacum sect. Celtica,2015,9
Taraxacum sect. Dioszegia,1965,3
Taraxacum sect. Dioszegia,1970,1
Taraxacum sect. Dioszegia,1980,1
Taraxacum sect. Dioszegia,1985,6
Taraxacum sect. Dioszegia,1990,7
Taraxacum sect. Dioszegia,1995,6
Taraxacum sect. Dioszegia,2000,16
Taraxacum sect. Dioszegia,2005,9
Taraxacum sect. Dioszegia,2010,2
Taraxacum sect. Dioszegia,2015,5
Taraxacum sect. Erythrosperma,1960,23
Taraxacum sect. Erythrosperma,1965,46
Taraxacum sect. Erythrosperma,1970,55
Taraxacum sect. Erythrosperma,1975,75
Taraxacum sect. Erythrosperma,1980,75
Taraxacum sect. Erythrosperma,1985,69
Taraxacum sect. Erythrosperma,1990,137
Taraxacum sect. Erythrosperma,1995,128
Taraxacum sect. Erythrosperma,2000,209
Taraxacum sect. Erythrosperma,2005,113
Taraxacum sect. Erythrosperma,2010,102
Taraxacum sect. Erythrosperma,2015,78
Taraxacum sect. Palustria,1960,6
Taraxacum sect. Palustria,1965,7
Taraxacum sect. Palustria,1970,4
Taraxacum sect. Palustria,1975,9
Taraxacum sect. Palustria,1980,98
Taraxacum sect. Palustria,1985,96
Taraxacum sect. Palustria,1990,112
Taraxacum sect. Palustria,1995,78
Taraxacum sect. Palustria,2000,53
Taraxacum sect. Palustria,2005,147
Taraxacum sect. Palustria,2010,87
Taraxacum sect. Palustria,2015,11
Taraxacum sect. Piesis,1960,21
Taraxacum sect. Piesis,1965,6
Taraxacum sect. Piesis,1970,7
Taraxacum sect. Piesis,1975,8
Taraxacum sect. Piesis,1980,11
Taraxacum sect. Piesis,1985,9
Taraxacum sect. Piesis,1990,19
Taraxacum sect. Piesis,1995,4
Taraxacum sect. Piesis,2000,13
Taraxacum sect. Piesis,2005,5
Taraxacum sect. Piesis,2010,7
Taraxacum sect. Taraxacum,1960,301
Taraxacum sect. Taraxacum,1965,611
Taraxacum sect. Taraxacum,1970,938
Taraxacum sect. Taraxacum,1975,845
Taraxacum sect. Taraxacum,1980,930
Taraxacum sect. Taraxacum,1985,935
Taraxacum sect. Taraxacum,1990,1124
Taraxacum sect. Taraxacum,1995,1574
Taraxacum sect. Taraxacum,2000,2697
Taraxacum sect. Taraxacum,2005,2147
Taraxacum sect. Taraxacum,2010,2006
Taraxacum sect. Taraxacum,2015,288
Taxus baccata,1960,13
Taxus baccata,1965,26
Taxus baccata,1970,23
Taxus baccata,1975,46
Taxus baccata,1980,33
Taxus baccata,1985,38
Taxus baccata,1990,47
Taxus baccata,1995,38
Taxus baccata,2000,182
Taxus baccata,2005,353
Taxus baccata,2010,114
Taxus baccata,2015,33
Teesdalia nudicaulis,1960,15
Teesdalia nudicaulis,1965,29
Teesdalia nudicaulis,1970,50
Teesdalia nudicaulis,1975,25
Teesdalia nudicaulis,1980,34
Teesdalia nudicaulis,1985,29
Teesdalia nudicaulis,1990,27
Teesdalia nudicaulis,1995,38
Teesdalia nudicaulis,2000,56
Teesdalia nudicaulis,2005,43
Teesdalia nudicaulis,2010,46
Teesdalia nudicaulis,2015,14
Telekia speciosa,1960,6
Telekia speciosa,1965,11
Telekia speciosa,1970,18
Telekia speciosa,1975,25
Telekia speciosa,1980,28
Telekia speciosa,1985,30
Telekia speciosa,1990,45
Telekia speciosa,1995,52
Telekia speciosa,2000,166
Telekia speciosa,2005,108
Telekia speciosa,2010,139
Telekia speciosa,2015,61
Tephroseris crispa,1960,81
Tephroseris crispa,1965,178
Tephroseris crispa,1970,154
Tephroseris crispa,1975,140
Tephroseris crispa,1980,174
Tephroseris crispa,1985,241
Tephroseris crispa,1990,240
Tephroseris crispa,1995,254
Tephroseris crispa,2000,774
Tephroseris crispa,2005,414
Tephroseris crispa,2010,475
Tephroseris crispa,2015,91
Tephroseris integrifolia,1960,4
Tephroseris integrifolia,1965,14
Tephroseris integrifolia,1970,4
Tephroseris integrifolia,1975,7
Tephroseris integrifolia,1980,6
Tephroseris integrifolia,1985,13
Tephroseris integrifolia,1990,10
Tephroseris integrifolia,1995,8
Tephroseris integrifolia,2000,8
Tephroseris integrifolia,2005,10
Tephroseris integrifolia,2010,13
Tephroseris longifolia,1960,1
Tephroseris longifolia,1965,1
Tephroseris longifolia,1970,2
Tephroseris longifolia,1975,1
Tephroseris longifolia,1980,5
Tephroseris longifolia,1985,3
Tephroseris longifolia,1990,10
Tephroseris longifolia,1995,8
Tephroseris longifolia,2000,13
Tephroseris longifolia,2005,5
Tephroseris longifolia,2010,3
Teucrium botrys,1960,13
Teucrium botrys,1965,15
Teucrium botrys,1970,42
Teucrium botrys,1975,37
Teucrium botrys,1980,46
Teucrium botrys,1985,13
Teucrium botrys,1990,23
Teucrium botrys,1995,19
Teucrium botrys,2000,50
Teucrium botrys,2005,42
Teucrium botrys,2010,34
Teucrium botrys,2015,25
Teucrium chamaedrys,1960,102
Teucrium chamaedrys,1965,157
Teucrium chamaedrys,1970,221
Teucrium chamaedrys,1975,144
Teucrium chamaedrys,1980,178
Teucrium chamaedrys,1985,225
Teucrium chamaedrys,1990,350
Teucrium chamaedrys,1995,235
Teucrium chamaedrys,2000,524
Teucrium chamaedrys,2005,388
Teucrium chamaedrys,2010,359
Teucrium chamaedrys,2015,48
Teucrium montanum,1960,1
Teucrium montanum,1965,6
Teucrium montanum,1970,1
Teucrium montanum,1975,3
Teucrium montanum,1980,3
Teucrium montanum,1990,11
Teucrium montanum,1995,10
Teucrium montanum,2000,14
Teucrium montanum,2005,4
Teucrium montanum,2010,2
Teucrium montanum,2015,1
Teucrium scordium,1960,15
Teucrium scordium,1965,7
Teucrium scordium,1970,7
Teucrium scordium,1975,7
Teucrium scordium,1980,15
Teucrium scordium,1985,14
Teucrium scordium,1990,145
Teucrium scordium,1995,23
Teucrium scordium,2000,47
Teucrium scordium,2005,24
Teucrium scordium,2010,14
Teucrium scordium,2015,5
Teucrium scorodonia,1965,6
Teucrium scorodonia,1970,6
Teucrium scorodonia,1975,3
Teucrium scorodonia,1980,4
Teucrium scorodonia,1985,2
Teucrium scorodonia,1990,8
Teucrium scorodonia,1995,15
Teucrium scorodonia,2000,12
Teucrium scorodonia,2005,12
Teucrium scorodonia,2010,7
Teucrium scorodonia,2015,6
Thalictrum aquilegiifolium,1960,78
Thalictrum aquilegiifolium,1965,147
Thalictrum aquilegiifolium,1970,150
Thalictrum aquilegiifolium,1975,140
Thalictrum aquilegiifolium,1980,156
Thalictrum aquilegiifolium,1985,150
Thalictrum aquilegiifolium,1990,144
Thalictrum aquilegiifolium,1995,160
Thalictrum aquilegiifolium,2000,372
Thalictrum aquilegiifolium,2005,175
Thalictrum aquilegiifolium,2010,207
Thalictrum aquilegiifolium,2015,31
Thalictrum flavum,1960,5
Thalictrum flavum,1965,7
Thalictrum flavum,1970,7
Thalictrum flavum,1975,12
Thalictrum flavum,1980,13
Thalictrum flavum,1985,13
Thalictrum flavum,1990,48
Thalictrum flavum,1995,19
Thalictrum flavum,2000,31
Thalictrum flavum,2005,7
Thalictrum flavum,2010,9
Thalictrum flavum,2015,3
Thalictrum foetidum,1960,13
Thalictrum foetidum,1965,9
Thalictrum foetidum,1970,9
Thalictrum foetidum,1975,11
Thalictrum foetidum,1980,3
Thalictrum foetidum,1985,1
Thalictrum foetidum,1990,8
Thalictrum foetidum,1995,1
Thalictrum foetidum,2000,11
Thalictrum foetidum,2005,9
Thalictrum foetidum,2010,7
Thalictrum foetidum,2015,7
Thalictrum lucidum,1960,43
Thalictrum lucidum,1965,76
Thalictrum lucidum,1970,63
Thalictrum lucidum,1975,62
Thalictrum lucidum,1980,110
Thalictrum lucidum,1985,128
Thalictrum lucidum,1990,169
Thalictrum lucidum,1995,179
Thalictrum lucidum,2000,389
Thalictrum lucidum,2005,222
Thalictrum lucidum,2010,178
Thalictrum lucidum,2015,31
Thalictrum minus,1960,57
Thalictrum minus,1965,110
Thalictrum minus,1970,98
Thalictrum minus,1975,92
Thalictrum minus,1980,105
Thalictrum minus,1985,95
Thalictrum minus,1990,176
Thalictrum minus,1995,112
Thalictrum minus,2000,144
Thalictrum minus,2005,139
Thalictrum minus,2010,91
Thalictrum minus,2015,16
Thalictrum simplex,1965,2
Thalictrum simplex,1970,2
Thalictrum simplex,1980,5
Thalictrum simplex,1985,16
Thalictrum simplex,1990,6
Thalictrum simplex,1995,3
Thalictrum simplex,2000,7
Thalictrum simplex,2005,18
Thalictrum simplex,2010,16
Thalictrum simplex,2015,1
Thelypteris palustris,1960,33
Thelypteris palustris,1965,18
Thelypteris palustris,1970,13
Thelypteris palustris,1975,23
Thelypteris palustris,1980,51
Thelypteris palustris,1985,43
Thelypteris palustris,1990,38
Thelypteris palustris,1995,48
Thelypteris palustris,2000,81
Thelypteris palustris,2005,55
Thelypteris palustris,2010,44
Thelypteris palustris,2015,13
Thesium alpinum,1960,17
Thesium alpinum,1965,26
Thesium alpinum,1970,22
Thesium alpinum,1975,31
Thesium alpinum,1980,38
Thesium alpinum,1985,29
Thesium alpinum,1990,26
Thesium alpinum,1995,24
Thesium alpinum,2000,33
Thesium alpinum,2005,35
Thesium alpinum,2010,41
Thesium alpinum,2015,9
Thesium bavarum,1960,13
Thesium bavarum,1965,14
Thesium bavarum,1970,4
Thesium bavarum,1975,8
Thesium bavarum,1980,13
Thesium bavarum,1985,9
Thesium bavarum,1990,13
Thesium bavarum,1995,10
Thesium bavarum,2000,14
Thesium bavarum,2005,17
Thesium bavarum,2010,11
Thesium bavarum,2015,2
Thesium dollineri,1960,9
Thesium dollineri,1965,6
Thesium dollineri,1970,6
Thesium dollineri,1975,4
Thesium dollineri,1980,4
Thesium dollineri,1985,10
Thesium dollineri,1990,22
Thesium dollineri,1995,9
Thesium dollineri,2000,38
Thesium dollineri,2005,46
Thesium dollineri,2010,33
Thesium dollineri,2015,20
Thesium ebracteatum,1965,4
Thesium ebracteatum,1975,4
Thesium ebracteatum,1980,1
Thesium ebracteatum,1985,3
Thesium ebracteatum,1990,1
Thesium ebracteatum,1995,1
Thesium ebracteatum,2000,3
Thesium ebracteatum,2005,12
Thesium ebracteatum,2010,2
Thesium linophyllon,1960,53
Thesium linophyllon,1965,115
Thesium linophyllon,1970,96
Thesium linophyllon,1975,95
Thesium linophyllon,1980,145
Thesium linophyllon,1985,155
Thesium linophyllon,1990,192
Thesium linophyllon,1995,124
Thesium linophyllon,2000,252
Thesium linophyllon,2005,174
Thesium linophyllon,2010,136
Thesium linophyllon,2015,17
Thesium pyrenaicum,1960,27
Thesium pyrenaicum,1965,31
Thesium pyrenaicum,1970,17
Thesium pyrenaicum,1975,8
Thesium pyrenaicum,1980,14
Thesium pyrenaicum,1985,13
Thesium pyrenaicum,1990,20
Thesium pyrenaicum,1995,24
Thesium pyrenaicum,2000,25
Thesium pyrenaicum,2005,37
Thesium pyrenaicum,2010,21
Thesium pyrenaicum,2015,12
Thesium ramosum,1960,5
Thesium ramosum,1965,4
Thesium ramosum,1970,7
Thesium ramosum,1975,3
Thesium ramosum,1980,9
Thesium ramosum,1985,4
Thesium ramosum,1990,34
Thesium ramosum,1995,12
Thesium ramosum,2000,9
Thesium ramosum,2005,13
Thesium ramosum,2010,2
Thesium ramosum,2015,1
Thlaspi arvense,1960,83
Thlaspi arvense,1965,178
Thlaspi arvense,1970,431
Thlaspi arvense,1975,361
Thlaspi arvense,1980,418
Thlaspi arvense,1985,348
Thlaspi arvense,1990,248
Thlaspi arvense,1995,454
Thlaspi arvense,2000,1143
Thlaspi arvense,2005,811
Thlaspi arvense,2010,936
Thlaspi arvense,2015,380
Thymelaea passerina,1960,1
Thymelaea passerina,1965,2
Thymelaea passerina,1970,2
Thymelaea passerina,1975,6
Thymelaea passerina,1980,5
Thymelaea passerina,1985,6
Thymelaea passerina,1990,30
Thymelaea passerina,1995,25
Thymelaea passerina,2000,53
Thymelaea passerina,2005,29
Thymelaea passerina,2010,13
Thymelaea passerina,2015,24
Thymus pannonicus agg.,1960,30
Thymus pannonicus agg.,1965,84
Thymus pannonicus agg.,1970,118
Thymus pannonicus agg.,1975,107
Thymus pannonicus agg.,1980,132
Thymus pannonicus agg.,1985,146
Thymus pannonicus agg.,1990,233
Thymus pannonicus agg.,1995,153
Thymus pannonicus agg.,2000,191
Thymus pannonicus agg.,2005,207
Thymus pannonicus agg.,2010,157
Thymus pannonicus agg.,2015,23
Thymus praecox,1960,52
Thymus praecox,1965,92
Thymus praecox,1970,164
Thymus praecox,1975,126
Thymus praecox,1980,104
Thymus praecox,1985,150
Thymus praecox,1990,207
Thymus praecox,1995,117
Thymus praecox,2000,282
Thymus praecox,2005,216
Thymus praecox,2010,228
Thymus praecox,2015,32
Thymus pulegioides,1960,115
Thymus pulegioides,1965,252
Thymus pulegioides,1970,422
Thymus pulegioides,1975,540
Thymus pulegioides,1980,511
Thymus pulegioides,1985,604
Thymus pulegioides,1990,553
Thymus pulegioides,1995,671
Thymus pulegioides,2000,2528
Thymus pulegioides,2005,1244
Thymus pulegioides,2010,1282
Thymus pulegioides,2015,298
Thymus serpyllum,1960,19
Thymus serpyllum,1965,53
Thymus serpyllum,1970,63
Thymus serpyllum,1975,32
Thymus serpyllum,1980,51
Thymus serpyllum,1985,35
Thymus serpyllum,1990,70
Thymus serpyllum,1995,43
Thymus serpyllum,2000,98
Thymus serpyllum,2005,51
Thymus serpyllum,2010,41
Thymus serpyllum,2015,7
Tilia cordata,1960,523
Tilia cordata,1965,524
Tilia cordata,1970,671
Tilia cordata,1975,599
Tilia cordata,1980,535
Tilia cordata,1985,599
Tilia cordata,1990,769
Tilia cordata,1995,1005
Tilia cordata,2000,3797
Tilia cordata,2005,1648
Tilia cordata,2010,1769
Tilia cordata,2015,194
Tilia euchlora,1975,1
Tilia euchlora,1980,7
Tilia euchlora,1985,3
Tilia euchlora,1990,4
Tilia euchlora,1995,3
Tilia euchlora,2000,6
Tilia euchlora,2005,4
Tilia euchlora,2010,3
